Vendor,Vendor SKU,Link,Price,Shape,Carat Weight,Color Grade,Cut Grade,Clarity Grade,Grading Lab,Cert Number,Origin,Depth,Table,Polish,Symmetry
Blue Nile,27636927,https://www.bluenile.com/diamond-details/27636927,600,Cushion modified,0.51,E,Ideal,VS2,GIA,,Mined,67.4,62,EX,VG
Blue Nile,24293873,https://www.bluenile.com/diamond-details/24293873,610,Cushion modified,0.52,F,Very Good,VS2,GIA,,Mined,67.8,65,EX,VG
Blue Nile,26672680,https://www.bluenile.com/diamond-details/26672680,610,Cushion modified,0.56,H,Ideal,VVS2,GIA,,Mined,67.9,60,EX,EX
Blue Nile,25300026,https://www.bluenile.com/diamond-details/25300026,620,Cushion modified,0.52,G,Very Good,VS2,GIA,,Mined,67.9,62,EX,EX
Blue Nile,28047966,https://www.bluenile.com/diamond-details/28047966,630,Cushion modified,0.5,E,Very Good,VVS2,GIA,,Mined,68.5,69,EX,VG
Blue Nile,24438379,https://www.bluenile.com/diamond-details/24438379,630,Cushion modified,0.51,D,Ideal,VS2,GIA,,Mined,67.7,61,EX,EX
Blue Nile,23120726,https://www.bluenile.com/diamond-details/23120726,630,Cushion,0.54,G,Ideal,VS2,GIA,,Mined,66.9,61,EX,EX
Blue Nile,24887517,https://www.bluenile.com/diamond-details/24887517,640,Cushion modified,0.51,G,Ideal,VVS1,GIA,,Mined,67.9,63,EX,EX
Blue Nile,24954854,https://www.bluenile.com/diamond-details/24954854,650,Cushion modified,0.53,G,Ideal,VVS2,GIA,,Mined,66.7,60,EX,EX
Blue Nile,27064335,https://www.bluenile.com/diamond-details/27064335,630,Cushion modified,0.57,E,Ideal,SI1,GIA,,Mined,67.7,62,EX,VG
Blue Nile,27466746,https://www.bluenile.com/diamond-details/27466746,640,Cushion modified,0.57,G,Very Good,VS1,GIA,,Mined,67.9,62,EX,GD
Blue Nile,27969758,https://www.bluenile.com/diamond-details/27969758,650,Cushion modified,0.7,J,Ideal,VS1,GIA,,Mined,69.3,62,EX,VG
Blue Nile,24087723,https://www.bluenile.com/diamond-details/24087723,650,Cushion modified,0.52,E,Very Good,VS2,GIA,,Mined,67.9,61,EX,EX
Blue Nile,28723038,https://www.bluenile.com/diamond-details/28723038,650,Cushion modified,0.5,F,Ideal,VS1,GIA,,Mined,69,64,EX,VG
Blue Nile,24442550,https://www.bluenile.com/diamond-details/24442550,660,Cushion modified,0.5,D,Very Good,VS2,GIA,,Mined,65.7,59,EX,EX
Blue Nile,27105030,https://www.bluenile.com/diamond-details/27105030,610,Cushion modified,0.52,G,Very Good,VS2,GIA,,Mined,67.6,63,EX,EX
Blue Nile,23570880,https://www.bluenile.com/diamond-details/23570880,610,Cushion modified,0.52,F,Very Good,VS2,GIA,,Mined,64.6,65,EX,EX
Blue Nile,27094194,https://www.bluenile.com/diamond-details/27094194,620,Cushion modified,0.5,G,Good,VVS1,GIA,,Mined,67.9,63,EX,EX
Blue Nile,26471615,https://www.bluenile.com/diamond-details/26471615,630,Cushion modified,0.63,H,Very Good,VS2,GIA,,Mined,67.9,58,EX,EX
Blue Nile,24518946,https://www.bluenile.com/diamond-details/24518946,630,Cushion modified,0.5,D,Ideal,VS1,GIA,,Mined,63,58,EX,EX
Blue Nile,23981862,https://www.bluenile.com/diamond-details/23981862,640,Cushion modified,0.5,E,Very Good,VS1,GIA,,Mined,68,62,EX,VG
Blue Nile,28538720,https://www.bluenile.com/diamond-details/28538720,650,Cushion modified,0.53,G,Very Good,VS2,GIA,,Mined,67.6,64,EX,EX
Blue Nile,22566047,https://www.bluenile.com/diamond-details/22566047,650,Cushion modified,0.53,F,Very Good,VS2,GIA,,Mined,67.7,59,EX,EX
Blue Nile,28118480,https://www.bluenile.com/diamond-details/28118480,660,Cushion modified,0.72,H,Ideal,SI1,GIA,,Mined,68.2,62,EX,EX
Blue Nile,27104846,https://www.bluenile.com/diamond-details/27104846,670,Cushion modified,0.58,E,Ideal,SI1,GIA,,Mined,67.1,63,EX,VG
Blue Nile,25375419,https://www.bluenile.com/diamond-details/25375419,670,Cushion modified,0.56,G,Ideal,VS1,GIA,,Mined,67.8,63,EX,EX
Blue Nile,24026278,https://www.bluenile.com/diamond-details/24026278,680,Cushion modified,0.51,E,Very Good,VS1,GIA,,Mined,68.1,62,EX,EX
Blue Nile,24055259,https://www.bluenile.com/diamond-details/24055259,660,Cushion modified,0.5,F,Very Good,VVS1,GIA,,Mined,67.9,57,EX,VG
Blue Nile,23718016,https://www.bluenile.com/diamond-details/23718016,670,Cushion modified,0.5,F,Very Good,VVS1,GIA,,Mined,64.7,64,EX,EX
Blue Nile,27565227,https://www.bluenile.com/diamond-details/27565227,680,Cushion modified,0.52,F,Ideal,VVS2,GIA,,Mined,67.9,63,EX,EX
Blue Nile,23082907,https://www.bluenile.com/diamond-details/23082907,690,Cushion modified,0.58,F,Very Good,VS1,GIA,,Mined,68.1,63,VG,EX
Blue Nile,26089335,https://www.bluenile.com/diamond-details/26089335,690,Cushion modified,0.62,F,Ideal,SI1,GIA,,Mined,68.3,62,EX,EX
Blue Nile,27262955,https://www.bluenile.com/diamond-details/27262955,700,Cushion modified,0.5,J,Very Good,IF,GIA,,Mined,69.1,59,EX,EX
Blue Nile,26077301,https://www.bluenile.com/diamond-details/26077301,710,Cushion modified,0.6,E,Ideal,SI1,GIA,,Mined,66.6,62,EX,EX
Blue Nile,27581082,https://www.bluenile.com/diamond-details/27581082,720,Cushion modified,0.61,G,Very Good,VS1,GIA,,Mined,68.8,61,EX,EX
Blue Nile,26090458,https://www.bluenile.com/diamond-details/26090458,730,Cushion modified,0.61,E,Very Good,VVS2,GIA,,Mined,68.5,61,EX,VG
Blue Nile,28140008,https://www.bluenile.com/diamond-details/28140008,710,Cushion modified,0.51,G,Very Good,VVS1,GIA,,Mined,66.7,64,EX,VG
Blue Nile,27405781,https://www.bluenile.com/diamond-details/27405781,720,Cushion modified,0.71,H,Ideal,SI1,GIA,,Mined,68.1,62,EX,EX
Blue Nile,25346813,https://www.bluenile.com/diamond-details/25346813,730,Cushion modified,0.53,D,Ideal,VS1,GIA,,Mined,67.9,62,EX,EX
Blue Nile,24026185,https://www.bluenile.com/diamond-details/24026185,740,Cushion modified,0.51,E,Very Good,VVS1,GIA,,Mined,67.2,64,EX,EX
Blue Nile,23610977,https://www.bluenile.com/diamond-details/23610977,720,Cushion modified,0.56,E,Ideal,VS1,GIA,,Mined,67.6,62,EX,VG
Blue Nile,23658276,https://www.bluenile.com/diamond-details/23658276,730,Cushion modified,0.56,D,Ideal,VS1,GIA,,Mined,67.9,61,VG,EX
Blue Nile,22398775,https://www.bluenile.com/diamond-details/22398775,740,Cushion modified,0.5,G,Good,VS1,GIA,,Mined,69,72,VG,GD
Blue Nile,28027528,https://www.bluenile.com/diamond-details/28027528,750,Cushion modified,0.55,D,Ideal,VS1,GIA,,Mined,67.6,63,EX,EX
Blue Nile,28381858,https://www.bluenile.com/diamond-details/28381858,750,Cushion modified,0.5,E,Good,VVS1,GIA,,Mined,69.3,65,EX,VG
Blue Nile,27254709,https://www.bluenile.com/diamond-details/27254709,760,Cushion modified,0.7,H,Good,VS2,GIA,,Mined,69.5,64,EX,VG
Blue Nile,28362617,https://www.bluenile.com/diamond-details/28362617,770,Cushion modified,0.7,H,Very Good,VS2,GIA,,Mined,67.7,62,EX,VG
Blue Nile,27784398,https://www.bluenile.com/diamond-details/27784398,760,Cushion modified,0.73,G,Ideal,SI1,GIA,,Mined,66.8,61,EX,EX
Blue Nile,28662946,https://www.bluenile.com/diamond-details/28662946,770,Cushion modified,0.44,F,Ideal,VVS1,GIA,,Mined,67.2,64,EX,VG
Blue Nile,23811410,https://www.bluenile.com/diamond-details/23811410,780,Cushion,0.5,D,Ideal,VVS2,GIA,,Mined,65.1,64,EX,VG
Blue Nile,27739280,https://www.bluenile.com/diamond-details/27739280,260,Marquise,0.3,K,Ideal,SI1,GIA,,Mined,62.7,60,EX,VG
Blue Nile,27821916,https://www.bluenile.com/diamond-details/27821916,430,Marquise,0.4,I,Ideal,SI2,GIA,,Mined,62,59,EX,EX
Blue Nile,28222858,https://www.bluenile.com/diamond-details/28222858,470,Marquise,0.3,H,Ideal,VS1,GIA,,Mined,60.7,58,VG,VG
Blue Nile,27114353,https://www.bluenile.com/diamond-details/27114353,490,Marquise,0.3,E,Ideal,VS2,GIA,,Mined,62,61,VG,VG
Blue Nile,28058093,https://www.bluenile.com/diamond-details/28058093,510,Marquise,0.3,D,Very Good,VVS2,GIA,,Mined,59.5,65,EX,VG
Blue Nile,27749291,https://www.bluenile.com/diamond-details/27749291,530,Marquise,0.31,E,Ideal,VS2,GIA,,Mined,61.3,59,EX,VG
Blue Nile,27328201,https://www.bluenile.com/diamond-details/27328201,540,Marquise,0.32,E,Very Good,VVS1,GIA,,Mined,57.7,58,EX,VG
Blue Nile,27151607,https://www.bluenile.com/diamond-details/27151607,560,Marquise,0.35,F,Very Good,VS2,GIA,,Mined,63.4,60,EX,VG
Blue Nile,26546918,https://www.bluenile.com/diamond-details/26546918,570,Marquise,0.31,E,Ideal,VVS2,GIA,,Mined,62.3,56,EX,VG
Blue Nile,27580312,https://www.bluenile.com/diamond-details/27580312,590,Marquise,0.36,E,Very Good,VS2,GIA,,Mined,62.4,64,EX,VG
Blue Nile,27970073,https://www.bluenile.com/diamond-details/27970073,470,Marquise,0.52,J,Very Good,SI1,GIA,,Mined,58.8,59,EX,VG
Blue Nile,26944812,https://www.bluenile.com/diamond-details/26944812,490,Marquise,0.35,F,Ideal,VS2,GIA,,Mined,62.2,60,EX,VG
Blue Nile,24441941,https://www.bluenile.com/diamond-details/24441941,510,Marquise,0.31,F,Very Good,VVS1,GIA,,Mined,63.3,64,EX,VG
Blue Nile,27513346,https://www.bluenile.com/diamond-details/27513346,530,Marquise,0.3,E,Ideal,VVS2,GIA,,Mined,62.4,61,EX,VG
Blue Nile,27336841,https://www.bluenile.com/diamond-details/27336841,540,Marquise,0.31,E,Ideal,VVS2,GIA,,Mined,59.6,61,EX,VG
Blue Nile,27657857,https://www.bluenile.com/diamond-details/27657857,560,Marquise,0.3,D,Very Good,VVS2,GIA,,Mined,60.4,64,EX,VG
Blue Nile,28649960,https://www.bluenile.com/diamond-details/28649960,570,Marquise,0.37,G,Ideal,VS2,GIA,,Mined,60.3,61,VG,VG
Blue Nile,28021120,https://www.bluenile.com/diamond-details/28021120,590,Marquise,0.3,D,Ideal,VVS2,GIA,,Mined,62.7,62,EX,VG
Blue Nile,27470472,https://www.bluenile.com/diamond-details/27470472,610,Marquise,0.31,D,Ideal,VVS2,GIA,,Mined,62.8,60,EX,VG
Blue Nile,28579531,https://www.bluenile.com/diamond-details/28579531,640,Marquise,0.4,G,Good,VS2,GIA,,Mined,56.5,63,VG,GD
Blue Nile,26008953,https://www.bluenile.com/diamond-details/26008953,610,Marquise,0.34,E,Ideal,VVS2,GIA,,Mined,62.8,61,EX,VG
Blue Nile,27639823,https://www.bluenile.com/diamond-details/27639823,640,Marquise,0.38,D,Ideal,VS2,GIA,,Mined,61.9,60,EX,EX
Blue Nile,27258764,https://www.bluenile.com/diamond-details/27258764,670,Marquise,0.51,E,Very Good,SI1,GIA,,Mined,63.3,60,EX,VG
Blue Nile,28237655,https://www.bluenile.com/diamond-details/28237655,670,Marquise,0.34,D,Very Good,VVS2,GIA,,Mined,63.6,56,EX,VG
Blue Nile,27491855,https://www.bluenile.com/diamond-details/27491855,700,Marquise,0.5,E,Ideal,SI2,GIA,,Mined,62.1,57,EX,EX
Blue Nile,27857825,https://www.bluenile.com/diamond-details/27857825,730,Marquise,0.33,D,Very Good,IF,GIA,,Mined,58.8,57,VG,VG
Blue Nile,28660477,https://www.bluenile.com/diamond-details/28660477,760,Marquise,0.5,G,Good,SI1,GIA,,Mined,66,63,VG,GD
Blue Nile,28721316,https://www.bluenile.com/diamond-details/28721316,790,Marquise,0.5,I,Very Good,SI1,GIA,,Mined,63.2,55,EX,VG
Blue Nile,28780060,https://www.bluenile.com/diamond-details/28780060,570,Marquise,0.3,D,Ideal,VS1,GIA,,Mined,60.8,60,VG,VG
Blue Nile,28678078,https://www.bluenile.com/diamond-details/28678078,610,Marquise,0.5,E,Very Good,SI2,GIA,,Mined,63.6,57,EX,VG
Blue Nile,28225700,https://www.bluenile.com/diamond-details/28225700,640,Marquise,0.32,D,Very Good,VVS1,GIA,,Mined,63.1,63,EX,VG
Blue Nile,28681242,https://www.bluenile.com/diamond-details/28681242,700,Marquise,0.6,I,Very Good,SI1,GIA,,Mined,64.8,61,VG,VG
Blue Nile,28450891,https://www.bluenile.com/diamond-details/28450891,730,Marquise,0.5,E,Very Good,SI1,GIA,,Mined,64,60,EX,VG
Blue Nile,28721449,https://www.bluenile.com/diamond-details/28721449,760,Marquise,0.5,H,Ideal,VS2,GIA,,Mined,62.2,61,VG,VG
Blue Nile,28500476,https://www.bluenile.com/diamond-details/28500476,790,Marquise,0.5,H,Very Good,SI1,GIA,,Mined,63.3,58,EX,GD
Blue Nile,28252727,https://www.bluenile.com/diamond-details/28252727,810,Marquise,0.4,D,Very Good,VS1,GIA,,Mined,63.2,62,VG,VG
Blue Nile,28639357,https://www.bluenile.com/diamond-details/28639357,830,Marquise,0.5,F,Very Good,SI1,GIA,,Mined,59,63,EX,EX
Blue Nile,26660686,https://www.bluenile.com/diamond-details/26660686,810,Marquise,0.52,I,Very Good,SI1,GIA,,Mined,63.3,63,EX,EX
Blue Nile,28312482,https://www.bluenile.com/diamond-details/28312482,830,Marquise,0.5,F,Very Good,SI1,GIA,,Mined,63.5,60,VG,VG
Blue Nile,27287675,https://www.bluenile.com/diamond-details/27287675,840,Marquise,0.5,E,Very Good,SI1,GIA,,Mined,64.9,64,EX,VG
Blue Nile,28561908,https://www.bluenile.com/diamond-details/28561908,860,Marquise,0.51,F,Very Good,SI1,GIA,,Mined,64,57,EX,EX
Blue Nile,27346804,https://www.bluenile.com/diamond-details/27346804,870,Marquise,0.4,D,Ideal,VVS1,GIA,,Mined,63,59,EX,VG
Blue Nile,28219335,https://www.bluenile.com/diamond-details/28219335,880,Marquise,0.5,E,Very Good,SI1,GIA,,Mined,63.7,61,VG,VG
Blue Nile,27132915,https://www.bluenile.com/diamond-details/27132915,900,Marquise,0.5,D,Very Good,SI2,GIA,,Mined,62.5,63,EX,VG
Blue Nile,26631914,https://www.bluenile.com/diamond-details/26631914,830,Marquise,0.4,E,Ideal,VS1,GIA,,Mined,62.9,55,EX,VG
Blue Nile,28304922,https://www.bluenile.com/diamond-details/28304922,840,Marquise,0.5,G,Good,VS2,GIA,,Mined,65.6,60,EX,VG
Blue Nile,27594803,https://www.bluenile.com/diamond-details/27594803,870,Marquise,0.41,E,Very Good,VVS2,GIA,,Mined,58.1,59,VG,VG
Blue Nile,27615705,https://www.bluenile.com/diamond-details/27615705,880,Marquise,0.41,E,Ideal,SI1,GIA,,Mined,60.7,59,EX,VG
Blue Nile,28766283,https://www.bluenile.com/diamond-details/28766283,900,Marquise,0.5,G,Very Good,VS1,GIA,,Mined,64.6,64,EX,GD
Blue Nile,28450900,https://www.bluenile.com/diamond-details/28450900,910,Marquise,0.59,I,Very Good,SI1,GIA,,Mined,64.4,59,EX,VG
Blue Nile,22370115,https://www.bluenile.com/diamond-details/22370115,910,Marquise,0.5,H,Ideal,IF,GIA,,Mined,60.6,57,EX,VG
Blue Nile,27645203,https://www.bluenile.com/diamond-details/27645203,930,Marquise,0.5,D,Very Good,VS2,GIA,,Mined,64,61,EX,GD
Blue Nile,26776745,https://www.bluenile.com/diamond-details/26776745,950,Marquise,0.5,D,Ideal,SI1,GIA,,Mined,62.8,60,EX,VG
Blue Nile,27991503,https://www.bluenile.com/diamond-details/27991503,930,Marquise,0.5,F,Very Good,VS2,GIA,,Mined,63.5,61,EX,VG
Blue Nile,27694277,https://www.bluenile.com/diamond-details/27694277,950,Marquise,0.59,E,Very Good,SI2,GIA,,Mined,64.5,57,EX,EX
Blue Nile,27991534,https://www.bluenile.com/diamond-details/27991534,970,Marquise,0.5,D,Very Good,VS2,GIA,,Mined,63.4,62,VG,VG
Blue Nile,28648831,https://www.bluenile.com/diamond-details/28648831,840,Marquise,0.5,D,Ideal,SI2,GIA,,Mined,62.4,61,EX,VG
Blue Nile,28635357,https://www.bluenile.com/diamond-details/28635357,880,Marquise,0.51,E,Very Good,SI1,GIA,,Mined,63.1,63,EX,VG
Blue Nile,28217279,https://www.bluenile.com/diamond-details/28217279,900,Marquise,0.5,D,Very Good,SI1,GIA,,Mined,63.9,61,EX,VG
Blue Nile,28000389,https://www.bluenile.com/diamond-details/28000389,910,Marquise,0.5,E,Very Good,VS2,GIA,,Mined,63.9,59,EX,VG
Blue Nile,23251507,https://www.bluenile.com/diamond-details/23251507,930,Marquise,0.33,D,Very Good,VVS1,GIA,,Mined,63.3,57,EX,VG
Blue Nile,28721746,https://www.bluenile.com/diamond-details/28721746,950,Marquise,0.5,D,Very Good,VS2,GIA,,Mined,64.6,58,EX,EX
Blue Nile,28108624,https://www.bluenile.com/diamond-details/28108624,980,Marquise,0.5,E,Ideal,VS2,GIA,,Mined,59.5,61,EX,VG
Blue Nile,28251906,https://www.bluenile.com/diamond-details/28251906,970,Marquise,0.46,E,Ideal,VS1,GIA,,Mined,61.9,61,VG,EX
Blue Nile,27936024,https://www.bluenile.com/diamond-details/27936024,980,Marquise,0.8,K,Good,VS2,GIA,,Mined,65.2,58,EX,EX
Blue Nile,28312366,https://www.bluenile.com/diamond-details/28312366,1000,Marquise,0.5,F,Very Good,VVS1,GIA,,Mined,62.2,57,EX,GD
Blue Nile,20814220,https://www.bluenile.com/diamond-details/20814220,1010,Marquise,0.5,H,Very Good,VS1,GIA,,Mined,57.6,57,VG,VG
Blue Nile,28031574,https://www.bluenile.com/diamond-details/28031574,1000,Marquise,0.5,F,Very Good,VVS1,GIA,,Mined,59,57,EX,GD
Blue Nile,28379401,https://www.bluenile.com/diamond-details/28379401,1010,Marquise,0.51,H,Ideal,VVS1,GIA,,Mined,62.5,59,VG,VG
Blue Nile,28111711,https://www.bluenile.com/diamond-details/28111711,1030,Marquise,0.5,D,Very Good,SI1,GIA,,Mined,64.5,65,EX,VG
Blue Nile,28220113,https://www.bluenile.com/diamond-details/28220113,1040,Marquise,0.5,D,Very Good,VS1,GIA,,Mined,63.3,56,EX,VG
Blue Nile,28408126,https://www.bluenile.com/diamond-details/28408126,1030,Marquise,0.69,F,Ideal,SI2,GIA,,Mined,61.3,53,VG,VG
Blue Nile,28000409,https://www.bluenile.com/diamond-details/28000409,1040,Marquise,0.59,H,Very Good,VS2,GIA,,Mined,64.1,58,EX,VG
Blue Nile,26875084,https://www.bluenile.com/diamond-details/26875084,1060,Marquise,0.59,D,Very Good,VS2,GIA,,Mined,61.8,59,EX,GD
Blue Nile,13111759,https://www.bluenile.com/diamond-details/13111759,230,Round,0.3,K,Excellent,VS2,GIA,,Mined,62.3,56,VG,
Blue Nile,28666267,https://www.bluenile.com/diamond-details/28666267,270,Round,0.3,K,Very Good,VVS2,GIA,,Mined,63.2,57,EX,
Blue Nile,26434708,https://www.bluenile.com/diamond-details/26434708,290,Round,0.3,K,Excellent,SI2,GIA,,Mined,62,56,EX,
Blue Nile,23011675,https://www.bluenile.com/diamond-details/23011675,310,Round,0.31,K,Excellent,VVS2,GIA,,Mined,62.4,57,EX,
Blue Nile,23011680,https://www.bluenile.com/diamond-details/23011680,320,Round,0.32,K,Excellent,VVS2,GIA,,Mined,62.6,57,EX,
Blue Nile,23011646,https://www.bluenile.com/diamond-details/23011646,330,Round,0.3,K,Excellent,VVS1,GIA,,Mined,62.7,56,EX,
Blue Nile,28666188,https://www.bluenile.com/diamond-details/28666188,330,Round,0.33,K,Excellent,VVS1,GIA,,Mined,62.2,59,EX,
Blue Nile,27380976,https://www.bluenile.com/diamond-details/27380976,340,Round,0.33,J,Excellent,VVS1,GIA,,Mined,61.4,58,EX,
Blue Nile,24947737,https://www.bluenile.com/diamond-details/24947737,360,Round,0.35,F,Excellent,SI1,GIA,,Mined,61.2,58,EX,
Blue Nile,28646603,https://www.bluenile.com/diamond-details/28646603,360,Round,0.34,J,Excellent,VVS1,GIA,,Mined,62.3,57,EX,
Blue Nile,28354494,https://www.bluenile.com/diamond-details/28354494,370,Round,0.4,I,Excellent,SI1,GIA,,Mined,62.3,57,EX,
Blue Nile,22018971,https://www.bluenile.com/diamond-details/22018971,380,Round,0.4,H,Excellent,SI1,GIA,,Mined,62.6,56,EX,
Blue Nile,28693246,https://www.bluenile.com/diamond-details/28693246,380,Round,0.3,F,Excellent,SI1,GIA,,Mined,61.9,57,EX,
Blue Nile,26648520,https://www.bluenile.com/diamond-details/26648520,320,Round,0.3,J,Very Good,VS1,GIA,,Mined,61.5,61,VG,
Blue Nile,28633941,https://www.bluenile.com/diamond-details/28633941,370,Round,0.3,E,Very Good,VS1,GIA,,Mined,63.1,57,VG,
Blue Nile,28651866,https://www.bluenile.com/diamond-details/28651866,380,Round,0.3,J,Excellent,VS1,GIA,,Mined,62.2,60,VG,
Blue Nile,24384301,https://www.bluenile.com/diamond-details/24384301,380,Round,0.4,K,Excellent,VS1,GIA,,Mined,61.7,55,VG,
Blue Nile,25615295,https://www.bluenile.com/diamond-details/25615295,390,Round,0.38,F,Excellent,SI2,GIA,,Mined,62,59,EX,
Blue Nile,27116703,https://www.bluenile.com/diamond-details/27116703,390,Round,0.38,F,Excellent,SI1,GIA,,Mined,62.1,59,EX,
Blue Nile,16057692,https://www.bluenile.com/diamond-details/16057692,390,Round,0.27,H,Excellent,VVS1,GIA,,Mined,62.7,55,EX,
Blue Nile,24459075,https://www.bluenile.com/diamond-details/24459075,400,Round,0.32,D,Very Good,VS1,GIA,,Mined,63.2,55,EX,
Blue Nile,26850079,https://www.bluenile.com/diamond-details/26850079,400,Round,0.35,J,Excellent,SI2,GIA,,Mined,61.3,59,EX,
Blue Nile,16136637,https://www.bluenile.com/diamond-details/16136637,410,Round,0.29,G,Very Good,VS2,GIA,,Mined,63.5,58,VG,
Blue Nile,26855985,https://www.bluenile.com/diamond-details/26855985,410,Round,0.37,G,Excellent,SI2,GIA,,Mined,61.2,58,EX,
Blue Nile,17191707,https://www.bluenile.com/diamond-details/17191707,390,Round,0.23,F,Excellent,VVS2,GIA,,Mined,61.8,59,EX,
Blue Nile,28144311,https://www.bluenile.com/diamond-details/28144311,400,Round,0.37,H,Excellent,VVS2,GIA,,Mined,61.3,60,EX,
Blue Nile,27195568,https://www.bluenile.com/diamond-details/27195568,410,Round,0.32,G,Excellent,VS1,GIA,,Mined,61.7,56,EX,
Blue Nile,11326670,https://www.bluenile.com/diamond-details/11326670,410,Round,0.29,H,Good,VVS2,GIA,,Mined,65.4,57,GD,
Blue Nile,25960531,https://www.bluenile.com/diamond-details/25960531,420,Round,0.46,I,Very Good,SI1,GIA,,Mined,64.4,58,EX,
Blue Nile,12274486,https://www.bluenile.com/diamond-details/12274486,420,Round,0.4,K,Very Good,VVS1,GIA,,Mined,64.5,56,EX,
Blue Nile,18645103,https://www.bluenile.com/diamond-details/18645103,420,Round,0.3,F,Excellent,SI1,GIA,,Mined,60.7,57,EX,
Blue Nile,26603368,https://www.bluenile.com/diamond-details/26603368,380,Round,0.3,D,Very Good,VS1,GIA,,Mined,62.5,60,EX,
Blue Nile,27584988,https://www.bluenile.com/diamond-details/27584988,390,Round,0.31,K,Excellent,IF,GIA,,Mined,62.3,59,VG,
Blue Nile,20694845,https://www.bluenile.com/diamond-details/20694845,390,Round,0.34,H,Excellent,VS1,GIA,,Mined,63.2,57,EX,
Blue Nile,26005413,https://www.bluenile.com/diamond-details/26005413,400,Round,0.3,I,Excellent,VVS1,GIA,,Mined,60.7,61,VG,
Blue Nile,27622032,https://www.bluenile.com/diamond-details/27622032,400,Round,0.34,J,Excellent,VVS2,GIA,,Mined,62.8,57,EX,
Blue Nile,27405475,https://www.bluenile.com/diamond-details/27405475,410,Round,0.32,J,Excellent,VVS1,GIA,,Mined,62.6,58,EX,
Blue Nile,26849995,https://www.bluenile.com/diamond-details/26849995,410,Round,0.31,G,Excellent,SI2,GIA,,Mined,60.3,59,EX,
Blue Nile,12325847,https://www.bluenile.com/diamond-details/12325847,420,Round,0.3,F,Excellent,VVS1,GIA,,Mined,61,58,EX,
Blue Nile,25240139,https://www.bluenile.com/diamond-details/25240139,420,Round,0.44,H,Excellent,SI1,GIA,,Mined,63,55,EX,
Blue Nile,28164711,https://www.bluenile.com/diamond-details/28164711,430,Round,0.32,J,Excellent,IF,GIA,,Mined,61.4,59,EX,
Blue Nile,27975697,https://www.bluenile.com/diamond-details/27975697,430,Round,0.44,I,Excellent,SI1,GIA,,Mined,61.9,57,EX,
Blue Nile,24462334,https://www.bluenile.com/diamond-details/24462334,430,Round,0.3,D,Excellent,VS1,GIA,,Mined,62.9,57,EX,
Blue Nile,20738235,https://www.bluenile.com/diamond-details/20738235,440,Round,0.44,I,Excellent,SI1,GIA,,Mined,61.1,60,EX,
Blue Nile,26219188,https://www.bluenile.com/diamond-details/26219188,440,Round,0.3,H,Excellent,VVS1,GIA,,Mined,62.5,57,EX,
Blue Nile,28648384,https://www.bluenile.com/diamond-details/28648384,420,Round,0.37,I,Excellent,SI2,GIA,,Mined,62.1,54,EX,
Blue Nile,26034761,https://www.bluenile.com/diamond-details/26034761,430,Round,0.31,G,Excellent,IF,GIA,,Mined,61.7,59,EX,
Blue Nile,28354588,https://www.bluenile.com/diamond-details/28354588,430,Round,0.3,G,Excellent,VS2,GIA,,Mined,61.8,58,EX,
Blue Nile,22552978,https://www.bluenile.com/diamond-details/22552978,440,Round,0.35,J,Excellent,SI2,GIA,,Mined,61.3,59,EX,
Blue Nile,28692881,https://www.bluenile.com/diamond-details/28692881,440,Round,0.3,F,Very Good,VS1,GIA,,Mined,64.1,56,VG,
Blue Nile,10635187,https://www.bluenile.com/diamond-details/10635187,440,Round,0.3,D,Excellent,VS1,GIA,,Mined,62.8,56,EX,
Blue Nile,13733316,https://www.bluenile.com/diamond-details/13733316,440,Round,0.23,F,Excellent,VVS2,GIA,,Mined,62,58,EX,
Blue Nile,28487730,https://www.bluenile.com/diamond-details/28487730,440,Round,0.3,E,Excellent,VVS1,GIA,,Mined,60,61,VG,
Blue Nile,27551963,https://www.bluenile.com/diamond-details/27551963,450,Round,0.46,I,Excellent,SI1,GIA,,Mined,63.1,55,EX,
Blue Nile,28715927,https://www.bluenile.com/diamond-details/28715927,450,Round,0.33,H,Excellent,SI1,GIA,,Mined,62.5,57,EX,
Blue Nile,28599546,https://www.bluenile.com/diamond-details/28599546,450,Round,0.32,I,Excellent,IF,GIA,,Mined,60.5,60,EX,
Blue Nile,28469121,https://www.bluenile.com/diamond-details/28469121,440,Round,0.36,J,Excellent,VVS1,GIA,,Mined,60.5,59,EX,
Blue Nile,27102836,https://www.bluenile.com/diamond-details/27102836,450,Round,0.3,F,Excellent,VS1,GIA,,Mined,62.7,57,EX,
Blue Nile,28380305,https://www.bluenile.com/diamond-details/28380305,450,Round,0.45,J,Excellent,SI1,GIA,,Mined,61.5,58,EX,
Blue Nile,27969918,https://www.bluenile.com/diamond-details/27969918,460,Round,0.36,J,Excellent,VS2,GIA,,Mined,62,57,EX,
Blue Nile,28354552,https://www.bluenile.com/diamond-details/28354552,430,Round,0.43,I,Excellent,SI2,GIA,,Mined,62.8,55,EX,
Blue Nile,25971415,https://www.bluenile.com/diamond-details/25971415,440,Round,0.23,D,Very Good,IF,GIA,,Mined,61.3,61,EX,
Blue Nile,13945490,https://www.bluenile.com/diamond-details/13945490,440,Round,0.23,F,Excellent,VVS2,GIA,,Mined,62.8,57,EX,
